癤�Area	Line	Station	Date(YYYY-MM-DD)	Latitude	Longitude	Vertical change chart	Depth(m)	Water Temperature(℃)	T QC flag	Salinity(psu)	S QC flag	DO(ml/L)	D QC flag	QC Level	PO４(μmol/L)	NO２(μmol/L)	NO３(μmol/L)	SiO２(μmol/L)	pH	Water Transparency(m)	Baro(hPa)	Research Vessel
East Sea	102	00	2008-02-29 05:33	36.0767	129.5883	Chart	0	12.9	1	34.61	1	4.9234	1	1							1,013	
East Sea	102	00	2008-02-29 05:33	36.0767	129.5883	Chart	10	12.9	1	34.59	1	5.7403	1	1							1,013	
East Sea	102	00	2008-02-29 05:33	36.0767	129.5883	Chart	20	12.8	1	34.56	1	5.7705	1	1							1,013	
East Sea	102	00	2008-02-29 05:33	36.0767	129.5883	Chart	30	12.7	1	34.56	1	5.8151	1	1							1,013	
East Sea	102	00	2008-02-29 05:33	36.0767	129.5883	Chart	50	12.0	1	34.44	1	5.7748	1	1							1,013	
East Sea	102	00	2008-02-29 05:33	36.0767	129.5883	Chart	75	9.3	1	34.04	1	5.7306	1	1							1,013	
East Sea	102	00	2008-04-15 17:03	36.0767	129.5883	Chart	0	14.6	1	34.55	1	5.7285	1	1							1,018	
East Sea	102	00	2008-04-15 17:03	36.0767	129.5883	Chart	10	14.1	1	34.50	1	5.8106	1	1							1,018	
East Sea	102	00	2008-04-15 17:03	36.0767	129.5883	Chart	20	13.6	1	34.51	1	5.6302	1	1							1,018	
East Sea	102	00	2008-04-15 17:03	36.0767	129.5883	Chart	30	13.5	1	34.47	1	5.6086	1	1							1,018	
East Sea	102	00	2008-04-15 17:03	36.0767	129.5883	Chart	50	11.2	1	34.49	1	5.2925	1	1							1,018	
East Sea	102	00	2008-04-15 17:03	36.0767	129.5883	Chart	75	2.9	1	34.14	1	4.9253	1	1							1,018	
East Sea	102	00	2008-06-17 22:56	36.0767	129.5883	Chart	0	19.4	1	33.93	1	4.6036	1	1							1,018	
East Sea	102	00	2008-06-17 22:56	36.0767	129.5883	Chart	10	19.4	1	33.91	1	5.1304	1	1							1,018	
East Sea	102	00	2008-06-17 22:56	36.0767	129.5883	Chart	20	18.8	1	33.95	1	5.2922	1	1							1,018	
East Sea	102	00	2008-06-17 22:56	36.0767	129.5883	Chart	30	17.0	1	33.74	1	5.1898	1	1							1,018	
East Sea	102	00	2008-06-17 22:56	36.0767	129.5883	Chart	50	8.3	1	34.26	1	4.6206	1	1							1,018	
East Sea	102	00	2008-06-17 22:56	36.0767	129.5883	Chart	75	4.9	1	34.16	1	4.9927	1	1							1,018	
East Sea	102	00	2008-08-14 19:56	36.0767	129.5883	Chart	0	22.0	1	32.43	1	4.8329	1	1							1,003.5	
East Sea	102	00	2008-08-14 19:56	36.0767	129.5883	Chart	10	13.4	1	34.14	1	3.4231	1	1							1,003.5	
East Sea	102	00	2008-08-14 19:56	36.0767	129.5883	Chart	20	11.6	1	34.30	1	3.2181	1	1							1,003.5	
East Sea	102	00	2008-08-14 19:56	36.0767	129.5883	Chart	30	10.1	1	34.21	1	3.2684	1	1							1,003.5	
East Sea	102	00	2008-08-14 19:56	36.0767	129.5883	Chart	50	7.4	1	34.13	1	3.2572	1	1							1,003.5	
East Sea	102	00	2008-08-14 19:56	36.0767	129.5883	Chart	75	5.3	1	34.14	1	3.2996	1	1							1,003.5	
East Sea	102	00	2008-10-14 12:42	36.0767	129.5883	Chart	0	21.7	1	32.71	1	5.1593	1	1							1,019.5	
East Sea	102	00	2008-10-14 12:42	36.0767	129.5883	Chart	10	21.7	1	32.69	1	6.2732	1	1							1,019.5	
East Sea	102	00	2008-10-14 12:42	36.0767	129.5883	Chart	20	19.5	1	32.86	1	5.4498	1	1							1,019.5	
East Sea	102	00	2008-10-14 12:42	36.0767	129.5883	Chart	30	14.5	1	34.17	1	4.2176	1	1							1,019.5	
East Sea	102	00	2008-10-14 12:42	36.0767	129.5883	Chart	50	12.1	1	34.16	1	4.2624	1	1							1,019.5	
East Sea	102	00	2008-10-14 12:42	36.0767	129.5883	Chart	75	4.7	1	34.16	1		1	1							1,019.5	
East Sea	102	00	2008-12-13 15:52	36.0767	129.5883	Chart	0	15.9	1	33.96	1	5.9156	1	1							1,022.3	
East Sea	102	00	2008-12-13 15:52	36.0767	129.5883	Chart	10	15.9	1	33.94	1	5.9568	1	1							1,022.3	
East Sea	102	00	2008-12-13 15:52	36.0767	129.5883	Chart	20	15.5	1	33.94	1	5.8178	1	1							1,022.3	
East Sea	102	00	2008-12-13 15:52	36.0767	129.5883	Chart	30	15.1	1	33.99	1	5.8591	1	1							1,022.3	
East Sea	102	00	2008-12-13 15:52	36.0767	129.5883	Chart	50	13.9	1	34.38	1	4.3437	1	1							1,022.3	
East Sea	102	00	2008-12-13 15:52	36.0767	129.5883	Chart	75	8.1	1	34.24	1	4.5532	1	1							1,022.3	
East Sea	102	04	2008-02-29 05:19	36.0767	129.615	Chart	0	12.9	1	34.60	1	4.841	1	1							1,013	
East Sea	102	04	2008-02-29 05:19	36.0767	129.615	Chart	10	13.0	1	34.58	1	5.7101	1	1							1,013	
East Sea	102	04	2008-02-29 05:19	36.0767	129.615	Chart	20	12.9	1	34.58	1	5.7451	1	1							1,013	
East Sea	102	04	2008-02-29 05:19	36.0767	129.615	Chart	30	12.9	1	34.58	1	5.8076	1	1							1,013	
East Sea	102	04	2008-02-29 05:19	36.0767	129.615	Chart	50	12.7	1	34.57	1	5.7906	1	1							1,013	
East Sea	102	04	2008-02-29 05:19	36.0767	129.615	Chart	75	10.0	1	34.31	1	5.5572	1	1							1,013	
East Sea	102	04	2008-04-15 16:50	36.0767	129.615	Chart	0	14.4	1	34.54	1	5.7437	1	1							1,018	
East Sea	102	04	2008-04-15 16:50	36.0767	129.615	Chart	10	14.2	1	34.47	1	5.8116	1	1							1,018	
East Sea	102	04	2008-04-15 16:50	36.0767	129.615	Chart	20	13.8	1	34.54	1	5.6966	1	1							1,018	
East Sea	102	04	2008-04-15 16:50	36.0767	129.615	Chart	30	13.6	1	34.52	1	5.6216	1	1							1,018	
East Sea	102	04	2008-04-15 16:50	36.0767	129.615	Chart	50	12.2	1	34.53	1	5.577	1	1							1,018	
East Sea	102	04	2008-04-15 16:50	36.0767	129.615	Chart	75	7.8	1	34.27	1	5.3223	1	1							1,018	
East Sea	102	04	2008-06-17 22:48	36.0767	129.615	Chart	0	19.5	1	33.91	1	4.9882	1	1							1,018	
East Sea	102	04	2008-06-17 22:48	36.0767	129.615	Chart	10	19.5	1	33.91	1	5.1484	1	1							1,018	
East Sea	102	04	2008-06-17 22:48	36.0767	129.615	Chart	20	19.2	1	33.93	1	5.2256	1	1							1,018	
East Sea	102	04	2008-06-17 22:48	36.0767	129.615	Chart	30	18.1	1	33.96	1	5.3048	1	1							1,018	
East Sea	102	04	2008-06-17 22:48	36.0767	129.615	Chart	50	9.4	1	34.24	1	4.2796	1	1							1,018	
East Sea	102	04	2008-06-17 22:48	36.0767	129.615	Chart	75	4.2	1	34.12	1	5.0074	1	1							1,018	
East Sea	102	04	2008-08-14 19:42	36.0767	129.615	Chart	0	21.6	1	32.55	1	4.8513	1	1							1,003	
East Sea	102	04	2008-08-14 19:42	36.0767	129.615	Chart	10	13.9	1	34.19	1	3.5439	1	1							1,003	
East Sea	102	04	2008-08-14 19:42	36.0767	129.615	Chart	20	11.9	1	34.31	1	3.1861	1	1							1,003	
