癤�Area	Line	Station	Date(YYYY-MM-DD)	Latitude	Longitude	Vertical change chart	Depth(m)	Water Temperature(℃)	T QC flag	Salinity(psu)	S QC flag	DO(ml/L)	D QC flag	QC Level	PO４(μmol/L)	NO２(μmol/L)	NO３(μmol/L)	SiO２(μmol/L)	pH	Water Transparency(m)	Baro(hPa)	Research Vessel
East Sea	102	00	2014-02-25 06:47	36.0767	129.5883	Chart	0	12.8	1	34.44	1	5.65	1	1							1,034	TAMGU 3
East Sea	102	00	2014-02-25 06:47	36.0767	129.5883	Chart	10	12.8	1	34.43	1	5.66	1	1							1,034	TAMGU 3
East Sea	102	00	2014-02-25 06:47	36.0767	129.5883	Chart	20	12.8	1	34.43	1	5.65	1	1							1,034	TAMGU 3
East Sea	102	00	2014-02-25 06:47	36.0767	129.5883	Chart	30	12.4	1	34.41	1	5.58	1	1							1,034	TAMGU 3
East Sea	102	00	2014-04-22 09:45	36.0767	129.5883	Chart	0	14.7	1	34.41	1	6.06	1	1						11	1,020	TAMGU 3
East Sea	102	00	2014-04-22 09:45	36.0767	129.5883	Chart	10	14.7	1	34.41	1	6.09	1	1						11	1,020	TAMGU 3
East Sea	102	00	2014-04-22 09:45	36.0767	129.5883	Chart	20	13.9	1	34.36	1	5.94	1	1						11	1,020	TAMGU 3
East Sea	102	00	2014-04-22 09:45	36.0767	129.5883	Chart	30	13.3	1	34.30	1	5.53	1	1						11	1,020	TAMGU 3
East Sea	102	00	2014-06-16 22:54	36.0767	129.5883	Chart	0	20.6	1	33.79	1	5.5	1	1							1,011	TAMGU 3
East Sea	102	00	2014-06-16 22:54	36.0767	129.5883	Chart	10	19.3	1	33.86	1	5.67	1	1							1,011	TAMGU 3
East Sea	102	00	2014-06-16 22:54	36.0767	129.5883	Chart	20	15.8	1	34.23	1	5.26	1	1							1,011	TAMGU 3
East Sea	102	00	2014-06-16 22:54	36.0767	129.5883	Chart	30	12.5	1	34.41	1	4.53	1	1							1,011	TAMGU 3
East Sea	102	00	2014-08-18 13:01	36.0767	129.5883	Chart	0	22.6	2	31.99	2	5.3	2	0							1,016	TAMGU 3
East Sea	102	00	2014-08-18 13:01	36.0767	129.5883	Chart	10	22.0	2	32.30	2	5.55	2	0							1,016	TAMGU 3
East Sea	102	00	2014-08-18 13:01	36.0767	129.5883	Chart	20	19.8	2	33.29	2	6.25	2	0							1,016	TAMGU 3
East Sea	102	00	2014-08-18 13:01	36.0767	129.5883	Chart	30	16.7	2	33.68	2	5.34	2	0							1,016	TAMGU 3
East Sea	102	00	2014-10-25 14:27	36.0767	129.5883	Chart	0	21.1	1	33.16	1	5.01	1	1						5	1,024	TAMGU 3
East Sea	102	00	2014-10-25 14:27	36.0767	129.5883	Chart	10	20.9	1	33.16	1	4.98	1	1						5	1,024	TAMGU 3
East Sea	102	00	2014-10-25 14:27	36.0767	129.5883	Chart	20	21.0	1	33.25	1	4.91	1	1						5	1,024	TAMGU 3
East Sea	102	00	2014-10-25 14:27	36.0767	129.5883	Chart	30	17.5	1	33.88	1	3.98	1	1						5	1,024	TAMGU 3
East Sea	102	00	2014-12-24 07:25	36.0767	129.5883	Chart	0	15.5	1	34.18	1	5.08	1	1							1,027	TAMGU 3
East Sea	102	00	2014-12-24 07:25	36.0767	129.5883	Chart	10	15.5	1	34.18	1	5.05	1	1							1,027	TAMGU 3
East Sea	102	00	2014-12-24 07:25	36.0767	129.5883	Chart	20	14.9	1	34.16	1	5	1	1							1,027	TAMGU 3
East Sea	102	00	2014-12-24 07:25	36.0767	129.5883	Chart	30	14.3	1	34.16	1	4.97	1	1							1,027	TAMGU 3
East Sea	102	04	2014-02-25 07:04	36.0767	129.615	Chart	0	12.9	1	34.44	1	5.65	1	1							1,033	TAMGU 3
East Sea	102	04	2014-02-25 07:04	36.0767	129.615	Chart	10	12.9	1	34.44	1	5.63	1	1							1,033	TAMGU 3
East Sea	102	04	2014-02-25 07:04	36.0767	129.615	Chart	20	12.9	1	34.44	1	5.64	1	1							1,033	TAMGU 3
East Sea	102	04	2014-02-25 07:04	36.0767	129.615	Chart	30	12.7	1	34.44	1	5.63	1	1							1,033	TAMGU 3
East Sea	102	04	2014-02-25 07:04	36.0767	129.615	Chart	50	10.1	1	34.28	1	5.36	1	1							1,033	TAMGU 3
East Sea	102	04	2014-04-22 09:32	36.0767	129.615	Chart	0	15.1	1	34.47	1	5.92	1	1			0.503	0.663		8	1,020	TAMGU 3
East Sea	102	04	2014-04-22 09:32	36.0767	129.615	Chart	10	15.0	1	34.47	1	5.9	1	1						8	1,020	TAMGU 3
East Sea	102	04	2014-04-22 09:32	36.0767	129.615	Chart	20	14.1	1	34.38	1	5.98	1	1						8	1,020	TAMGU 3
East Sea	102	04	2014-04-22 09:32	36.0767	129.615	Chart	30	13.6	1	34.34	1	5.71	1	1						8	1,020	TAMGU 3
East Sea	102	04	2014-04-22 09:32	36.0767	129.615	Chart	50	11.2	1	34.33	1	5.06	1	1						8	1,020	TAMGU 3
East Sea	102	04	2014-06-16 22:40	36.0767	129.615	Chart	0	20.9	1	33.80	1	5.4	1	1							1,011	TAMGU 3
East Sea	102	04	2014-06-16 22:40	36.0767	129.615	Chart	10	19.4	1	33.86	1	5.74	1	1							1,011	TAMGU 3
East Sea	102	04	2014-06-16 22:40	36.0767	129.615	Chart	20	15.7	1	34.19	1	4.93	1	1							1,011	TAMGU 3
East Sea	102	04	2014-06-16 22:40	36.0767	129.615	Chart	30	12.1	1	34.43	1	4.55	1	1							1,011	TAMGU 3
East Sea	102	04	2014-06-16 22:40	36.0767	129.615	Chart	50	6.3	1	34.19	1	5.44	1	1							1,011	TAMGU 3
East Sea	102	04	2014-08-18 12:46	36.0767	129.615	Chart	0	23.0	2	31.93	2	5.18	2	0	0.007	0.046	0.713	7.411			1,016	TAMGU 3
East Sea	102	04	2014-08-18 12:46	36.0767	129.615	Chart	10	22.3	2	32.17	2	5.37	2	0							1,016	TAMGU 3
East Sea	102	04	2014-08-18 12:46	36.0767	129.615	Chart	20	20.9	2	32.82	2	5.25	2	0							1,016	TAMGU 3
East Sea	102	04	2014-08-18 12:46	36.0767	129.615	Chart	30	16.0	2	33.73	2	4.58	2	0							1,016	TAMGU 3
East Sea	102	04	2014-08-18 12:46	36.0767	129.615	Chart	50	11.3	2	34.20	2	4.17	2	0							1,016	TAMGU 3
East Sea	102	04	2014-10-25 14:09	36.0767	129.615	Chart	0	21.6	1	33.30	1	5.07	1	1						7	1,024	TAMGU 3
East Sea	102	04	2014-10-25 14:09	36.0767	129.615	Chart	10	21.7	1	33.39	1	5.08	1	1						7	1,024	TAMGU 3
East Sea	102	04	2014-10-25 14:09	36.0767	129.615	Chart	20	21.3	1	33.33	1	4.99	1	1						7	1,024	TAMGU 3
East Sea	102	04	2014-10-25 14:09	36.0767	129.615	Chart	30	19.9	1	33.47	1	4.69	1	1						7	1,024	TAMGU 3
East Sea	102	04	2014-10-25 14:09	36.0767	129.615	Chart	50	10.8	1	34.30	1	4.09	1	1						7	1,024	TAMGU 3
East Sea	102	04	2014-12-24 07:08	36.0767	129.615	Chart	0	15.6	1	34.14	1	5.09	1	1							1,027	TAMGU 3
East Sea	102	04	2014-12-24 07:08	36.0767	129.615	Chart	10	15.6	1	34.14	1	5.05	1	1							1,027	TAMGU 3
East Sea	102	04	2014-12-24 07:08	36.0767	129.615	Chart	20	15.6	1	34.14	1	5.08	1	1							1,027	TAMGU 3
East Sea	102	04	2014-12-24 07:08	36.0767	129.615	Chart	30	15.6	1	34.15	1	5.05	1	1							1,027	TAMGU 3
East Sea	102	04	2014-12-24 07:08	36.0767	129.615	Chart	50	15.2	1	34.16	1	5.01	1	1							1,027	TAMGU 3
East Sea	102	05	2014-02-25 07:33	36.0767	129.6883	Chart	0	12.6	1	34.45	1	5.7	1	1	0.374	0.399	4.438	7.43			1,034	TAMGU 3
East Sea	102	05	2014-02-25 07:33	36.0767	129.6883	Chart	10	12.6	1	34.44	1	5.67	1	1							1,034	TAMGU 3
East Sea	102	05	2014-02-25 07:33	36.0767	129.6883	Chart	20	12.6	1	34.44	1	5.66	1	1	0.386	0.5	5.392	9.249			1,034	TAMGU 3
East Sea	102	05	2014-02-25 07:33	36.0767	129.6883	Chart	30	12.6	1	34.44	1	5.68	1	1							1,034	TAMGU 3
East Sea	102	05	2014-02-25 07:33	36.0767	129.6883	Chart	50	12.6	1	34.44	1	5.66	1	1	0.396	0.509	5.675	9.292			1,034	TAMGU 3
East Sea	102	05	2014-02-25 07:33	36.0767	129.6883	Chart	75	8.7	1	34.24	1	5.34	1	1							1,034	TAMGU 3
East Sea	102	05	2014-02-25 07:33	36.0767	129.6883	Chart	100	3.9	1	34.02	1	5.83	1	1	0.95	0.045	12.586	15.404			1,034	TAMGU 3
East Sea	102	05	2014-02-25 07:33	36.0767	129.6883	Chart	125	2.7	1	34.02	1	5.69	1	1							1,034	TAMGU 3
East Sea	102	05	2014-02-25 07:33	36.0767	129.6883	Chart	150	2.1	1	34.01	1	5.77	1	1							1,034	TAMGU 3
East Sea	102	05	2014-04-22 09:03	36.0767	129.6883	Chart	0	15.4	1	34.54	1	5.77	1	1			0.517	0.62			1,020	TAMGU 3
East Sea	102	05	2014-04-22 09:03	36.0767	129.6883	Chart	10	15.4	1	34.54	1	5.79	1	1							1,020	TAMGU 3
East Sea	102	05	2014-04-22 09:03	36.0767	129.6883	Chart	20	14.9	1	34.49	1	5.86	1	1	0.042	0.1	0.816	1.308			1,020	TAMGU 3
East Sea	102	05	2014-04-22 09:03	36.0767	129.6883	Chart	30	14.4	1	34.44	1	5.73	1	1							1,020	TAMGU 3
East Sea	102	05	2014-04-22 09:03	36.0767	129.6883	Chart	50	13.0	1	34.36	1	5.45	1	1	0.411	1.067	4.285	6.949			1,020	TAMGU 3
East Sea	102	05	2014-04-22 09:03	36.0767	129.6883	Chart	75	8.3	1	34.28	1	5.23	1	1							1,020	TAMGU 3
East Sea	102	05	2014-04-22 09:03	36.0767	129.6883	Chart	100	3.8	1	34.13	1	5.4	1	1	1.319	0.081	16.461	25.73			1,020	TAMGU 3
East Sea	102	05	2014-04-22 09:03	36.0767	129.6883	Chart	125	1.9	1	34.05	1	5.4	1	1							1,020	TAMGU 3
East Sea	102	05	2014-06-16 22:08	36.0767	129.6883	Chart	0	20.5	1	33.79	1	5.62	1	1	0.043		0.221	5.154			1,011	TAMGU 3
East Sea	102	05	2014-06-16 22:08	36.0767	129.6883	Chart	10	19.5	1	33.83	1	5.72	1	1							1,011	TAMGU 3
East Sea	102	05	2014-06-16 22:08	36.0767	129.6883	Chart	20	17.7	1	33.99	1	5.07	1	1	0.338	0.393	3.268	10.395			1,011	TAMGU 3
East Sea	102	05	2014-06-16 22:08	36.0767	129.6883	Chart	30	13.9	1	34.31	1	4.69	1	1							1,011	TAMGU 3
East Sea	102	05	2014-06-16 22:08	36.0767	129.6883	Chart	50	11.3	1	34.32	1	4.67	1	1	0.955	0.263	11.516	19.802			1,011	TAMGU 3
East Sea	102	05	2014-06-16 22:08	36.0767	129.6883	Chart	75	4.5	1	34.06	1	5.78	1	1							1,011	TAMGU 3
East Sea	102	05	2014-06-16 22:08	36.0767	129.6883	Chart	100	2.4	1	34.00	1	6.1	1	1	1.145	0.041	14.091	20.555			1,011	TAMGU 3
East Sea	102	05	2014-06-16 22:08	36.0767	129.6883	Chart	125	2.0	1	34.01	1	6.06	1	1							1,011	TAMGU 3
East Sea	102	05	2014-06-16 22:08	36.0767	129.6883	Chart	150	1.9	1	34.01	1	5.87	1	1							1,011	TAMGU 3
East Sea	102	05	2014-08-18 12:17	36.0767	129.6883	Chart	0	23.3	2	32.31	2	5.05	2	0		0.01	0.385	4.47			1,016	TAMGU 3
