癤�Area	Line	Station	Date(YYYY-MM-DD)	Latitude	Longitude	Vertical change chart	Depth(m)	Water Temperature(℃)	T QC flag	Salinity(psu)	S QC flag	DO(ml/L)	D QC flag	QC Level	PO４(μmol/L)	NO２(μmol/L)	NO３(μmol/L)	SiO２(μmol/L)	pH	Water Transparency(m)	Baro(hPa)	Research Vessel
East Sea	102	04	1977-02-11 00:40	36.0767	129.615	Chart	0	11.4	1	34.49	1		1	1							1,020	JIRISAN HO(CHIRISAN HO)
East Sea	102	04	1977-02-11 00:40	36.0767	129.615	Chart	10	11.5	1	34.47	1		1	1							1,020	JIRISAN HO(CHIRISAN HO)
East Sea	102	04	1977-02-11 00:40	36.0767	129.615	Chart	20	11.6	1	34.48	1		1	1							1,020	JIRISAN HO(CHIRISAN HO)
East Sea	102	04	1977-02-11 00:40	36.0767	129.615	Chart	30	11.6	1	34.20	1		1	1							1,020	JIRISAN HO(CHIRISAN HO)
East Sea	102	04	1977-02-11 00:40	36.0767	129.615	Chart	50	11.6	1	34.46	1		1	1							1,020	JIRISAN HO(CHIRISAN HO)
East Sea	102	04	1977-04-23 18:10	36.0767	129.615	Chart	0	15.3	1	34.40	1		1	1						10	1,019	JIRISAN HO(CHIRISAN HO)
East Sea	102	04	1977-04-23 18:10	36.0767	129.615	Chart	10	13.3	1	34.66	1		1	1						10	1,019	JIRISAN HO(CHIRISAN HO)
East Sea	102	04	1977-04-23 18:10	36.0767	129.615	Chart	20	13.0	1	34.73	1		1	1						10	1,019	JIRISAN HO(CHIRISAN HO)
East Sea	102	04	1977-04-23 18:10	36.0767	129.615	Chart	30	12.0	1	34.75	1		1	1						10	1,019	JIRISAN HO(CHIRISAN HO)
East Sea	102	04	1977-04-23 18:10	36.0767	129.615	Chart	50	11.2	1	34.75	1		1	1						10	1,019	JIRISAN HO(CHIRISAN HO)
East Sea	102	04	1977-06-11 08:00	36.0767	129.615	Chart	0	18.5	1	33.52	1	5.72	1	1	0.16					7	1,002	JIRISAN HO(CHIRISAN HO)
