癤�Area	Line	Station	Date(YYYY-MM-DD)	Latitude	Longitude	Vertical change chart	Depth(m)	Water Temperature(℃)	T QC flag	Salinity(psu)	S QC flag	DO(ml/L)	D QC flag	QC Level	PO４(μmol/L)	NO２(μmol/L)	NO３(μmol/L)	SiO２(μmol/L)	pH	Water Transparency(m)	Baro(hPa)	Research Vessel
East Sea	102	04	1979-02-14 00:05	36.0767	129.615	Chart	0	13.5	1	34.62	1		1	1							1,015	JIRISAN HO(CHIRISAN HO)
East Sea	102	04	1979-02-14 00:05	36.0767	129.615	Chart	10	13.8	1	34.64	1		1	1							1,015	JIRISAN HO(CHIRISAN HO)
East Sea	102	04	1979-02-14 00:05	36.0767	129.615	Chart	20	13.8	1	34.64	1		1	1							1,015	JIRISAN HO(CHIRISAN HO)
East Sea	102	04	1979-02-14 00:05	36.0767	129.615	Chart	30	13.3	1	33.99	1		1	1							1,015	JIRISAN HO(CHIRISAN HO)
East Sea	102	04	1979-02-14 00:05	36.0767	129.615	Chart	50	12.6	1	34.56	1		1	1							1,015	JIRISAN HO(CHIRISAN HO)
East Sea	102	04	1979-03-21 11:20	36.0767	129.615	Chart	0	13.2	1	34.33	1		1	1						12	1,023	JIRISAN HO(CHIRISAN HO)
East Sea	102	04	1979-03-21 11:20	36.0767	129.615	Chart	10	12.9	1	34.41	1		1	1						12	1,023	JIRISAN HO(CHIRISAN HO)
East Sea	102	04	1979-03-21 11:20	36.0767	129.615	Chart	20	12.0	1	34.33	1		1	1						12	1,023	JIRISAN HO(CHIRISAN HO)
East Sea	102	04	1979-03-21 11:20	36.0767	129.615	Chart	30	11.4	1	34.29	1		1	1						12	1,023	JIRISAN HO(CHIRISAN HO)
East Sea	102	04	1979-03-21 11:20	36.0767	129.615	Chart	50	10.5	1	34.24	1		1	1						12	1,023	JIRISAN HO(CHIRISAN HO)
East Sea	102	04	1979-04-17 09:50	36.0767	129.615	Chart	0	12.6	1	34.23	1		1	1						8	1,022	JIRISAN HO(CHIRISAN HO)
East Sea	102	04	1979-04-17 09:50	36.0767	129.615	Chart	10	12.4	1	34.25	1		1	1						8	1,022	JIRISAN HO(CHIRISAN HO)
East Sea	102	04	1979-04-17 09:50	36.0767	129.615	Chart	20	12.3	1	34.25	1		1	1						8	1,022	JIRISAN HO(CHIRISAN HO)
