癤�Area	Line	Station	Date(YYYY-MM-DD)	Latitude	Longitude	Vertical change chart	Depth(m)	Water Temperature(℃)	T QC flag	Salinity(psu)	S QC flag	DO(ml/L)	D QC flag	QC Level	PO４(μmol/L)	NO２(μmol/L)	NO３(μmol/L)	SiO２(μmol/L)	pH	Water Transparency(m)	Baro(hPa)	Research Vessel
East Sea	102	04	1984-02-12 16:55	36.0767	129.615	Chart	0	9.6	1	34.25	1	6.81	1	1						14	1,022	GYONGBUK 853(KYONGBUK 853)
East Sea	102	04	1984-02-12 16:55	36.0767	129.615	Chart	10	9.7	1	34.26	1	6.62	1	1						14	1,022	GYONGBUK 853(KYONGBUK 853)
East Sea	102	04	1984-02-12 16:55	36.0767	129.615	Chart	20	9.8	1	34.26	1	6.61	1	1						14	1,022	GYONGBUK 853(KYONGBUK 853)
East Sea	102	04	1984-02-12 16:55	36.0767	129.615	Chart	30	9.9	1	34.26	1	6.81	1	1						14	1,022	GYONGBUK 853(KYONGBUK 853)
East Sea	102	04	1984-02-12 16:55	36.0767	129.615	Chart	50	9.9	1	34.26	1	6.6	1	1						14	1,022	GYONGBUK 853(KYONGBUK 853)
East Sea	102	04	1984-04-16 12:05	36.0767	129.615	Chart	0	12.7	1	34.63	1	6.35	1	1						15	1,019.5	GYONGBUK 853(KYONGBUK 853)
East Sea	102	04	1984-04-16 12:05	36.0767	129.615	Chart	10	12.3	1	34.62	1	6.56	1	1						15	1,019.5	GYONGBUK 853(KYONGBUK 853)
East Sea	102	04	1984-04-16 12:05	36.0767	129.615	Chart	20	11.1	1	34.64	1	6.57	1	1						15	1,019.5	GYONGBUK 853(KYONGBUK 853)
East Sea	102	04	1984-04-16 12:05	36.0767	129.615	Chart	30	10.4	1	34.58	1	6.04	1	1						15	1,019.5	GYONGBUK 853(KYONGBUK 853)
East Sea	102	04	1984-04-16 12:05	36.0767	129.615	Chart	50	9.8	1	34.52	1	6.09	1	1						15	1,019.5	GYONGBUK 853(KYONGBUK 853)
East Sea	102	04	1984-06-11 09:40	36.0767	129.615	Chart	0	14.4	1	33.37	1	5.87	1	1						4	1,014.5	GYONGBUK 853(KYONGBUK 853)
East Sea	102	04	1984-06-11 09:40	36.0767	129.615	Chart	10	8.7	1	34.12	1	5.56	1	1						4	1,014.5	GYONGBUK 853(KYONGBUK 853)
East Sea	102	04	1984-06-11 09:40	36.0767	129.615	Chart	20	5.9	1	34.12	1	5.75	1	1						4	1,014.5	GYONGBUK 853(KYONGBUK 853)
East Sea	102	04	1984-06-11 09:40	36.0767	129.615	Chart	30	4.2	1	34.11	1	5.61	1	1						4	1,014.5	GYONGBUK 853(KYONGBUK 853)
East Sea	102	04	1984-06-11 09:40	36.0767	129.615	Chart	50	2.9	1	33.97	1	5.3	1	1						4	1,014.5	GYONGBUK 853(KYONGBUK 853)
East Sea	102	04	1984-08-07 17:15	36.0767	129.615	Chart	0	19.7	1	33.49	1	5.2	1	1						2	1,009.5	GYONGBUK 853(KYONGBUK 853)
East Sea	102	04	1984-08-07 17:15	36.0767	129.615	Chart	10	11.5	1	33.86	1	5.33	1	1						2	1,009.5	GYONGBUK 853(KYONGBUK 853)
East Sea	102	04	1984-08-07 17:15	36.0767	129.615	Chart	20	8.4	1	34.03	1	5.48	1	1						2	1,009.5	GYONGBUK 853(KYONGBUK 853)
East Sea	102	04	1984-08-07 17:15	36.0767	129.615	Chart	30	6.1	1	34.21	1	5.4	1	1						2	1,009.5	GYONGBUK 853(KYONGBUK 853)
East Sea	102	04	1984-08-07 17:15	36.0767	129.615	Chart	50	3.9	1	34.22	1	5.28	1	1						2	1,009.5	GYONGBUK 853(KYONGBUK 853)
East Sea	102	04	1984-10-10 10:10	36.0767	129.615	Chart	0	20.5	1	33.04	1	6.17	1	1						16	1,024	GYONGBUK 853(KYONGBUK 853)
East Sea	102	04	1984-10-10 10:10	36.0767	129.615	Chart	10	20.4	1	33.00	1	6.21	1	1						16	1,024	GYONGBUK 853(KYONGBUK 853)
East Sea	102	04	1984-10-10 10:10	36.0767	129.615	Chart	20	20.1	1	32.98	1	5.99	1	1						16	1,024	GYONGBUK 853(KYONGBUK 853)
East Sea	102	04	1984-10-10 10:10	36.0767	129.615	Chart	30	13.4	1	34.10	1	5.59	1	1						16	1,024	GYONGBUK 853(KYONGBUK 853)
East Sea	102	04	1984-10-10 10:10	36.0767	129.615	Chart	50	3.4	1	34.08	1	5.19	1	1						16	1,024	GYONGBUK 853(KYONGBUK 853)
East Sea	102	04	1984-12-29 08:40	36.0767	129.615	Chart	0	12.3	1	34.15	1	5.72	1	1						7	1,030	GYONGBUK 853(KYONGBUK 853)
