癤�Area	Line	Station	Date(YYYY-MM-DD)	Latitude	Longitude	Vertical change chart	Depth(m)	Water Temperature(℃)	T QC flag	Salinity(psu)	S QC flag	DO(ml/L)	D QC flag	QC Level	PO４(μmol/L)	NO２(μmol/L)	NO３(μmol/L)	SiO２(μmol/L)	pH	Water Transparency(m)	Baro(hPa)	Research Vessel
East Sea	102	04	1981-02-18 10:50	36.0767	129.615	Chart	0	8.1	1	34.19	1		1	1						10	1,022	JIRISAN HO(CHIRISAN HO)
East Sea	102	04	1981-02-18 10:50	36.0767	129.615	Chart	10	7.8	1	34.23	1		1	1						10	1,022	JIRISAN HO(CHIRISAN HO)
East Sea	102	04	1981-02-18 10:50	36.0767	129.615	Chart	20	7.1	1	34.15	1		1	1						10	1,022	JIRISAN HO(CHIRISAN HO)
East Sea	102	04	1981-02-18 10:50	36.0767	129.615	Chart	30	6.9	1	34.14	1		1	1						10	1,022	JIRISAN HO(CHIRISAN HO)
East Sea	102	04	1981-02-18 10:50	36.0767	129.615	Chart	50	6.2	1	34.13	1		1	1						10	1,022	JIRISAN HO(CHIRISAN HO)
East Sea	102	04	1981-04-08 00:40	36.0767	129.615	Chart	0	11.1	1	34.43	1		1	1							1,025	JIRISAN HO(CHIRISAN HO)
East Sea	102	04	1981-04-08 00:40	36.0767	129.615	Chart	10	11.2	1	34.44	1		1	1							1,025	JIRISAN HO(CHIRISAN HO)
East Sea	102	04	1981-04-08 00:40	36.0767	129.615	Chart	20	10.3	1	34.41	1		1	1							1,025	JIRISAN HO(CHIRISAN HO)
East Sea	102	04	1981-04-08 00:40	36.0767	129.615	Chart	30	8.7	1	34.32	1		1	1							1,025	JIRISAN HO(CHIRISAN HO)
East Sea	102	04	1981-04-08 00:40	36.0767	129.615	Chart	50	7.3	1		4		1	1							1,025	JIRISAN HO(CHIRISAN HO)
East Sea	102	04	1981-06-09 14:30	36.0767	129.615	Chart	0	14.3	1	34.20	1		1	1						17	1,018	JIRISAN HO(CHIRISAN HO)
East Sea	102	04	1981-06-09 14:30	36.0767	129.615	Chart	10	13.3	1	34.21	1		1	1						17	1,018	JIRISAN HO(CHIRISAN HO)
East Sea	102	04	1981-06-09 14:30	36.0767	129.615	Chart	20	9.1	1	34.18	1		1	1						17	1,018	JIRISAN HO(CHIRISAN HO)
East Sea	102	04	1981-06-09 14:30	36.0767	129.615	Chart	30	8.0	1	34.19	1		1	1						17	1,018	JIRISAN HO(CHIRISAN HO)
East Sea	102	04	1981-06-09 14:30	36.0767	129.615	Chart	50	7.1	1	34.14	1		1	1						17	1,018	JIRISAN HO(CHIRISAN HO)
East Sea	102	04	1981-08-07 14:00	36.0767	129.615	Chart	0	21.5	1	33.27	1		1	1						15	1,002.5	JIRISAN HO(CHIRISAN HO)
East Sea	102	04	1981-08-07 14:00	36.0767	129.615	Chart	10	21.3	1	33.26	1		1	1						15	1,002.5	JIRISAN HO(CHIRISAN HO)
East Sea	102	04	1981-08-07 14:00	36.0767	129.615	Chart	20	21.2	1	33.26	1		1	1						15	1,002.5	JIRISAN HO(CHIRISAN HO)
East Sea	102	04	1981-08-07 14:00	36.0767	129.615	Chart	30	13.6	1	33.64	1		1	1						15	1,002.5	JIRISAN HO(CHIRISAN HO)
East Sea	102	04	1981-08-07 14:00	36.0767	129.615	Chart	50	8.1	1	33.84	1		1	1						15	1,002.5	JIRISAN HO(CHIRISAN HO)
East Sea	102	04	1981-10-15 08:10	36.0767	129.615	Chart	0	19.7	1	33.09	1		1	1						17	1,017	CHUNMASAN HO
East Sea	102	04	1981-10-15 08:10	36.0767	129.615	Chart	10	19.6	1	33.28	1		1	1						17	1,017	CHUNMASAN HO
East Sea	102	04	1981-10-15 08:10	36.0767	129.615	Chart	20	19.6	1	33.59	1		1	1						17	1,017	CHUNMASAN HO
East Sea	102	04	1981-10-15 08:10	36.0767	129.615	Chart	30	15.8	1	34.27	1		1	1						17	1,017	CHUNMASAN HO
East Sea	102	04	1981-10-15 08:10	36.0767	129.615	Chart	50	6.6	1	34.11	1		1	1						17	1,017	CHUNMASAN HO
