癤�Area	Line	Station	Date(YYYY-MM-DD)	Latitude	Longitude	Vertical change chart	Depth(m)	Water Temperature(℃)	T QC flag	Salinity(psu)	S QC flag	DO(ml/L)	D QC flag	QC Level	PO４(μmol/L)	NO２(μmol/L)	NO３(μmol/L)	SiO２(μmol/L)	pH	Water Transparency(m)	Baro(hPa)	Research Vessel
East Sea	102	04	1983-02-06 12:35	36.0767	129.615	Chart	0	13.1	1	34.49	1	7.02	1	1						5	1,017	GYONGBUK 853(KYONGBUK 853)
East Sea	102	04	1983-02-06 12:35	36.0767	129.615	Chart	10	13.2	1	34.55	1	6.67	1	1						5	1,017	GYONGBUK 853(KYONGBUK 853)
East Sea	102	04	1983-02-06 12:35	36.0767	129.615	Chart	20	13.1	1	34.47	1	6.56	1	1						5	1,017	GYONGBUK 853(KYONGBUK 853)
East Sea	102	04	1983-02-06 12:35	36.0767	129.615	Chart	30	12.7	1	34.37	1	6.42	1	1						5	1,017	GYONGBUK 853(KYONGBUK 853)
East Sea	102	04	1983-02-06 12:35	36.0767	129.615	Chart	50	11.9	1	34.39	1	6.35	1	1						5	1,017	GYONGBUK 853(KYONGBUK 853)
East Sea	102	04	1983-04-18 10:10	36.0767	129.615	Chart	0	12.6	1	34.30	1	6.05	1	1						5	1,025	GYONGBUK 853(KYONGBUK 853)
East Sea	102	04	1983-04-18 10:10	36.0767	129.615	Chart	10	11.8	1	34.36	1	5.98	1	1						5	1,025	GYONGBUK 853(KYONGBUK 853)
East Sea	102	04	1983-04-18 10:10	36.0767	129.615	Chart	20	11.1	1	34.34	1	5.52	1	1						5	1,025	GYONGBUK 853(KYONGBUK 853)
East Sea	102	04	1983-04-18 10:10	36.0767	129.615	Chart	30	6.0	1	34.20	1	5.4	1	1						5	1,025	GYONGBUK 853(KYONGBUK 853)
East Sea	102	04	1983-04-18 10:10	36.0767	129.615	Chart	47	2.5	2	34.08	2	5.81	2	0						5	1,025	GYONGBUK 853(KYONGBUK 853)
East Sea	102	04	1983-06-11 02:20	36.0767	129.615	Chart	0	15.0	1	34.21	1	5.73	1	1							1,018	GYONGBUK 853(KYONGBUK 853)
East Sea	102	04	1983-06-11 02:20	36.0767	129.615	Chart	10	11.9	1	34.22	1	6.08	1	1							1,018	GYONGBUK 853(KYONGBUK 853)
East Sea	102	04	1983-06-11 02:20	36.0767	129.615	Chart	20	7.4	1	34.16	1	6.09	1	1							1,018	GYONGBUK 853(KYONGBUK 853)
East Sea	102	04	1983-06-11 02:20	36.0767	129.615	Chart	30	5.2	1	34.12	1	6.04	1	1							1,018	GYONGBUK 853(KYONGBUK 853)
East Sea	102	04	1983-06-11 02:20	36.0767	129.615	Chart	50	3.3	1	34.10	1	5.93	1	1							1,018	GYONGBUK 853(KYONGBUK 853)
East Sea	102	04	1983-07-11 12:40	36.0767	129.615	Chart	0	20.2	1	33.80	1		1	1						17	1,013	GYONGBUK 853(KYONGBUK 853)
East Sea	102	04	1983-07-11 12:40	36.0767	129.615	Chart	10	19.6	1	34.11	1		1	1						17	1,013	GYONGBUK 853(KYONGBUK 853)
East Sea	102	04	1983-07-11 12:40	36.0767	129.615	Chart	20	15.9	1	33.97	1		1	1						17	1,013	GYONGBUK 853(KYONGBUK 853)
East Sea	102	04	1983-07-11 12:40	36.0767	129.615	Chart	30	14.7	1	34.25	1		1	1						17	1,013	GYONGBUK 853(KYONGBUK 853)
East Sea	102	04	1983-07-11 12:40	36.0767	129.615	Chart	50	5.9	1	34.28	1		1	1						17	1,013	GYONGBUK 853(KYONGBUK 853)
East Sea	102	04	1983-08-08 09:50	36.0767	129.615	Chart	0	22.0	1	33.10	1	5.82	1	1						10	1,014.5	GYONGBUK 853(KYONGBUK 853)
East Sea	102	04	1983-08-08 09:50	36.0767	129.615	Chart	10	16.6	1	33.68	1	5.76	1	1						10	1,014.5	GYONGBUK 853(KYONGBUK 853)
East Sea	102	04	1983-08-08 09:50	36.0767	129.615	Chart	20	14.9	1	34.18	1	5.63	1	1						10	1,014.5	GYONGBUK 853(KYONGBUK 853)
East Sea	102	04	1983-08-08 09:50	36.0767	129.615	Chart	30	12.7	1	34.31	1	5.63	1	1						10	1,014.5	GYONGBUK 853(KYONGBUK 853)
East Sea	102	04	1983-08-08 09:50	36.0767	129.615	Chart	50	7.7	1	34.23	1	5.64	1	1						10	1,014.5	GYONGBUK 853(KYONGBUK 853)
East Sea	102	04	1983-10-22 13:00	36.0767	129.615	Chart	0	21.3	1	32.52	1	5.94	1	1						12	1,018	GYONGBUK 853(KYONGBUK 853)
East Sea	102	04	1983-10-22 13:00	36.0767	129.615	Chart	10	21.2	1	32.46	1	5.87	1	1						12	1,018	GYONGBUK 853(KYONGBUK 853)
East Sea	102	04	1983-10-22 13:00	36.0767	129.615	Chart	20	17.7	1	33.07	1	5.34	1	1						12	1,018	GYONGBUK 853(KYONGBUK 853)
East Sea	102	04	1983-10-22 13:00	36.0767	129.615	Chart	30	9.3	1	34.17	1	5.02	1	1						12	1,018	GYONGBUK 853(KYONGBUK 853)
East Sea	102	04	1983-10-22 13:00	36.0767	129.615	Chart	50	7.1	1	34.19	1		1	1						12	1,018	GYONGBUK 853(KYONGBUK 853)
East Sea	102	04	1983-12-04 16:25	36.0767	129.615	Chart	0	15.0	1	33.99	1	6.51	1	1						12	1,020	GYONGBUK 853(KYONGBUK 853)
East Sea	102	04	1983-12-04 16:25	36.0767	129.615	Chart	10	14.9	1	33.99	1	6.51	1	1						12	1,020	GYONGBUK 853(KYONGBUK 853)
East Sea	102	04	1983-12-04 16:25	36.0767	129.615	Chart	20	14.9	1	33.99	1	6.32	1	1						12	1,020	GYONGBUK 853(KYONGBUK 853)
East Sea	102	04	1983-12-04 16:25	36.0767	129.615	Chart	30	14.3	1	34.01	1	6.1	1	1						12	1,020	GYONGBUK 853(KYONGBUK 853)
East Sea	102	04	1983-12-04 16:25	36.0767	129.615	Chart	50	14.5	1	34.20	1	5.68	1	1						12	1,020	GYONGBUK 853(KYONGBUK 853)
East Sea	102	05	1983-02-06 13:20	36.0767	129.6883	Chart	0	14.0	1	34.49	1	6.23	1	1							1,016.5	GYONGBUK 853(KYONGBUK 853)
East Sea	102	05	1983-02-06 13:20	36.0767	129.6883	Chart	10	14.0	1	34.56	1	6.61	1	1							1,016.5	GYONGBUK 853(KYONGBUK 853)
East Sea	102	05	1983-02-06 13:20	36.0767	129.6883	Chart	20	14.0	1	34.55	1	6.51	1	1							1,016.5	GYONGBUK 853(KYONGBUK 853)
East Sea	102	05	1983-02-06 13:20	36.0767	129.6883	Chart	30	13.2	1	34.55	1	6.86	1	1							1,016.5	GYONGBUK 853(KYONGBUK 853)
East Sea	102	05	1983-02-06 13:20	36.0767	129.6883	Chart	50	12.7	1	34.44	1	6.72	1	1							1,016.5	GYONGBUK 853(KYONGBUK 853)
East Sea	102	05	1983-02-06 13:20	36.0767	129.6883	Chart	77	11.9	1	34.46	1	6.67	1	1							1,016.5	GYONGBUK 853(KYONGBUK 853)
East Sea	102	05	1983-02-06 13:20	36.0767	129.6883	Chart	104	5.3	1	34.45	1	6.6	1	1							1,016.5	GYONGBUK 853(KYONGBUK 853)
East Sea	102	05	1983-02-06 13:20	36.0767	129.6883	Chart	114	2.9	2	34.35	2	6.63	2	0							1,016.5	GYONGBUK 853(KYONGBUK 853)
East Sea	102	05	1983-02-06 13:20	36.0767	129.6883	Chart	167	1.2	1	34.39	1	6.21	1	1							1,016.5	GYONGBUK 853(KYONGBUK 853)
East Sea	102	05	1983-02-06 13:20	36.0767	129.6883	Chart	201	0.8	2	33.98	2	6	2	0							1,016.5	GYONGBUK 853(KYONGBUK 853)
East Sea	102	05	1983-04-18 10:55	36.0767	129.6883	Chart	0	14.4	1	34.49	1	6.4	1	1						9	1,024	GYONGBUK 853(KYONGBUK 853)
East Sea	102	05	1983-04-18 10:55	36.0767	129.6883	Chart	10	14.2	1	34.51	1	6.12	1	1						9	1,024	GYONGBUK 853(KYONGBUK 853)
East Sea	102	05	1983-04-18 10:55	36.0767	129.6883	Chart	20	13.5	1	34.49	1	6.15	1	1						9	1,024	GYONGBUK 853(KYONGBUK 853)
East Sea	102	05	1983-04-18 10:55	36.0767	129.6883	Chart	30	13.0	1	34.43	1	6.05	1	1						9	1,024	GYONGBUK 853(KYONGBUK 853)
East Sea	102	05	1983-04-18 10:55	36.0767	129.6883	Chart	50	12.8	1	34.48	1	6	1	1						9	1,024	GYONGBUK 853(KYONGBUK 853)
