癤�Area	Line	Station	Date(YYYY-MM-DD)	Latitude	Longitude	Vertical change chart	Depth(m)	Water Temperature(℃)	T QC flag	Salinity(psu)	S QC flag	DO(ml/L)	D QC flag	QC Level	PO４(μmol/L)	NO２(μmol/L)	NO３(μmol/L)	SiO２(μmol/L)	pH	Water Transparency(m)	Baro(hPa)	Research Vessel
East Sea	102	00	2019-02-22 13:21	36.0767	129.5883	Chart	0	12.3	1	34.40	1		1	1						8.5	1,025	TAMGU 3
East Sea	102	00	2019-02-22 13:21	36.0767	129.5883	Chart	10	12.1	1	34.39	1		1	1						8.5	1,025	TAMGU 3
East Sea	102	00	2019-02-22 13:21	36.0767	129.5883	Chart	20	11.8	1	34.39	1		1	1						8.5	1,025	TAMGU 3
East Sea	102	00	2019-02-22 13:21	36.0767	129.5883	Chart	30	11.0	1	34.36	1		1	1						8.5	1,025	TAMGU 3
East Sea	102	00	2019-04-23 11:00	36.0767	129.5883	Chart	0	13.8	1	34.26	1		1	1						5.2	1,021	TAMGU 3
East Sea	102	00	2019-04-23 11:00	36.0767	129.5883	Chart	10	13.1	1	34.24	1		1	1						5.2	1,021	TAMGU 3
East Sea	102	00	2019-04-23 11:00	36.0767	129.5883	Chart	20	8.1	1	34.18	1		1	1						5.2	1,021	TAMGU 3
East Sea	102	00	2019-04-23 11:00	36.0767	129.5883	Chart	30	4.4	1	34.14	1		1	1						5.2	1,021	TAMGU 3
East Sea	102	00	2019-07-02 10:10	36.0767	129.5883	Chart	0	19.7	1	33.28	1		1	1						6	1,012	TAMGU 3
East Sea	102	00	2019-07-02 10:10	36.0767	129.5883	Chart	10	16.5	1	34.03	1		1	1						6	1,012	TAMGU 3
East Sea	102	00	2019-07-02 10:10	36.0767	129.5883	Chart	20	15.4	1	34.25	1		1	1						6	1,012	TAMGU 3
East Sea	102	00	2019-07-02 10:10	36.0767	129.5883	Chart	30	14.6	1	34.29	1		1	1						6	1,012	TAMGU 3
East Sea	102	00	2019-07-02 10:10	36.0767	129.5883	Chart	50	5.3	1	34.20	1		1	1						6	1,012	TAMGU 3
East Sea	102	00	2019-08-12 21:50	36.0767	129.5883	Chart	0	25.4	1	32.41	1		1	1								TAMGU 3
East Sea	102	00	2019-08-12 21:50	36.0767	129.5883	Chart	10	18.4	1	33.93	1		1	1								TAMGU 3
East Sea	102	00	2019-08-12 21:50	36.0767	129.5883	Chart	20	14.6	1	34.25	1		1	1								TAMGU 3
East Sea	102	00	2019-08-12 21:50	36.0767	129.5883	Chart	30	14.0	1	34.26	1		1	1								TAMGU 3
East Sea	102	00	2019-10-21 21:59	36.0767	129.5883	Chart	0	21.2	1	32.37	1	4.9813	1	1								TAMGU 3
East Sea	102	00	2019-10-21 21:59	36.0767	129.5883	Chart	10	21.1	1	32.34	1	4.9809	1	1								TAMGU 3
East Sea	102	00	2019-10-21 21:59	36.0767	129.5883	Chart	20	21.1	1	32.42	1	4.9176	1	1								TAMGU 3
East Sea	102	00	2019-10-21 21:59	36.0767	129.5883	Chart	30	19.6	1	33.21	1	4.7279	1	1								TAMGU 3
East Sea	102	04	2019-02-22 13:03	36.0767	129.615	Chart	0	12.9	1	34.37	1	5.53	1	1	0.374	0.317	3.842	7.331		5	1,026	TAMGU 3
East Sea	102	04	2019-02-22 13:03	36.0767	129.615	Chart	10	12.8	1	34.36	1		1	1						5	1,026	TAMGU 3
East Sea	102	04	2019-02-22 13:03	36.0767	129.615	Chart	20	12.4	1	34.34	1		1	1						5	1,026	TAMGU 3
East Sea	102	04	2019-02-22 13:03	36.0767	129.615	Chart	30	11.6	1	34.30	1		1	1						5	1,026	TAMGU 3
East Sea	102	04	2019-02-22 13:03	36.0767	129.615	Chart	50	9.8	1	34.24	1		1	1						5	1,026	TAMGU 3
East Sea	102	04	2019-02-22 13:03	36.0767	129.615	Chart	75	2.2	1	34.07	1		1	1						5	1,026	TAMGU 3
East Sea	102	04	2019-04-23 10:39	36.0767	129.615	Chart	0	15.6	1	34.38	1	6.05	1	1	0.059	0.011	0.149	6.96			1,021	TAMGU 3
East Sea	102	04	2019-04-23 10:39	36.0767	129.615	Chart	10	15.3	1	34.36	1		1	1							1,021	TAMGU 3
East Sea	102	04	2019-04-23 10:39	36.0767	129.615	Chart	20	13.4	1	34.18	1		1	1							1,021	TAMGU 3
East Sea	102	04	2019-04-23 10:39	36.0767	129.615	Chart	30	11.8	1	34.20	1		1	1							1,021	TAMGU 3
East Sea	102	04	2019-04-23 10:39	36.0767	129.615	Chart	50	1.8	1	34.13	1		1	1							1,021	TAMGU 3
East Sea	102	04	2019-04-23 10:39	36.0767	129.615	Chart	75	1.3	1	34.05	1		1	1							1,021	TAMGU 3
East Sea	102	04	2019-07-02 09:47	36.0767	129.615	Chart	0	18.5	1	33.67	1		1	1						7	1,013	TAMGU 3
East Sea	102	04	2019-07-02 09:47	36.0767	129.615	Chart	10	15.8	1	33.93	1		1	1						7	1,013	TAMGU 3
East Sea	102	04	2019-07-02 09:47	36.0767	129.615	Chart	20	15.1	1	34.30	1		1	1						7	1,013	TAMGU 3
East Sea	102	04	2019-07-02 09:47	36.0767	129.615	Chart	30	14.9	1	34.37	1		1	1						7	1,013	TAMGU 3
East Sea	102	04	2019-07-02 09:47	36.0767	129.615	Chart	50	9.5	1	34.31	1		1	1						7	1,013	TAMGU 3
East Sea	102	04	2019-07-02 09:47	36.0767	129.615	Chart	75	2.6	1	34.07	1		1	1						7	1,013	TAMGU 3
East Sea	102	04	2019-08-12 21:29	36.0767	129.615	Chart	0	25.6	1	32.27	1	5.63	1	1	0.027	0.065	0.383	1.725				TAMGU 3
East Sea	102	04	2019-08-12 21:29	36.0767	129.615	Chart	10	21.6	1	32.83	1		1	1								TAMGU 3
East Sea	102	04	2019-08-12 21:29	36.0767	129.615	Chart	20	14.4	1	34.12	1		1	1								TAMGU 3
East Sea	102	04	2019-08-12 21:29	36.0767	129.615	Chart	30	13.3	1	34.23	1		1	1								TAMGU 3
East Sea	102	04	2019-08-12 21:29	36.0767	129.615	Chart	50	8.5	1	34.23	1		1	1								TAMGU 3
East Sea	102	04	2019-08-12 21:29	36.0767	129.615	Chart	75	5.0	1	34.12	1		1	1								TAMGU 3
East Sea	102	04	2019-10-21 21:42	36.0767	129.615	Chart	0	21.5	1	32.59	1	4.8732	1	1	0.247	0.52	2.141	4.841				TAMGU 3
East Sea	102	04	2019-10-21 21:42	36.0767	129.615	Chart	10	21.5	1	32.59	1	4.876	1	1								TAMGU 3
East Sea	102	04	2019-10-21 21:42	36.0767	129.615	Chart	20	21.5	1	32.59	1	4.8766	1	1								TAMGU 3
East Sea	102	04	2019-10-21 21:42	36.0767	129.615	Chart	30	21.6	1	32.86	1	4.7263	1	1								TAMGU 3
East Sea	102	04	2019-10-21 21:42	36.0767	129.615	Chart	50	12.2	1	34.27	1	3.545	1	1								TAMGU 3
East Sea	102	04	2019-10-21 21:42	36.0767	129.615	Chart	75	5.7	1	34.15	1	4.7096	1	1								TAMGU 3
East Sea	102	05	2019-02-22 12:22	36.0767	129.6883	Chart	0	15.2	1	34.55	1	5.85	1	1	0.324	0.347	2.813	5.615		15	1,027	TAMGU 3
East Sea	102	05	2019-02-22 12:22	36.0767	129.6883	Chart	10	15.2	1	34.55	1	5.85	1	1			2.813			15	1,027	TAMGU 3
East Sea	102	05	2019-02-22 12:22	36.0767	129.6883	Chart	20	15.1	1	34.55	1	5.25	1	1	0.319	0.345	2.76	5.569		15	1,027	TAMGU 3
East Sea	102	05	2019-02-22 12:22	36.0767	129.6883	Chart	30	14.8	1	34.51	1	5.25	1	1			2.76			15	1,027	TAMGU 3
East Sea	102	05	2019-02-22 12:22	36.0767	129.6883	Chart	50	13.8	1	34.38	1	5.11	1	1	0.454	0.402	4.956	8.345		15	1,027	TAMGU 3
East Sea	102	05	2019-02-22 12:22	36.0767	129.6883	Chart	75	10.6	1	34.24	1	5.11	1	1			4.956			15	1,027	TAMGU 3
East Sea	102	05	2019-02-22 12:22	36.0767	129.6883	Chart	100	3.0	1	34.11	1	4.57	1	1	1.544	0.107	20.32	32.088		15	1,027	TAMGU 3
East Sea	102	05	2019-02-22 12:22	36.0767	129.6883	Chart	125	1.7	1	34.05	1		1	1						15	1,027	TAMGU 3
East Sea	102	05	2019-02-22 12:22	36.0767	129.6883	Chart	150	1.3	1	34.04	1		1	1						15	1,027	TAMGU 3
East Sea	102	05	2019-04-23 10:04	36.0767	129.6883	Chart	0	16.4	1	34.52	1	5.74	1	1	0.053	0.012	0.095	6.372		7	1,021	TAMGU 3
East Sea	102	05	2019-04-23 10:04	36.0767	129.6883	Chart	10	16.3	1	34.52	1	5.74	1	1			0.095			7	1,021	TAMGU 3
East Sea	102	05	2019-04-23 10:04	36.0767	129.6883	Chart	20	15.5	1	34.46	1	5.32	1	1	0.394	0.807	3.943	9.728		7	1,021	TAMGU 3
East Sea	102	05	2019-04-23 10:04	36.0767	129.6883	Chart	30	14.5	1	34.34	1	5.32	1	1			3.943			7	1,021	TAMGU 3
East Sea	102	05	2019-04-23 10:04	36.0767	129.6883	Chart	50	13.2	1	34.17	1	5.47	1	1	0.742	1.226	7.897	15.954		7	1,021	TAMGU 3
East Sea	102	05	2019-04-23 10:04	36.0767	129.6883	Chart	75	9.1	1	34.27	1	5.47	1	1			7.897			7	1,021	TAMGU 3
East Sea	102	05	2019-04-23 10:04	36.0767	129.6883	Chart	100	1.7	1	34.10	1	4.84	1	1	2.163	0.065	27.15	47.053		7	1,021	TAMGU 3
East Sea	102	05	2019-04-23 10:04	36.0767	129.6883	Chart	125	1.1	1	34.05	1		1	1						7	1,021	TAMGU 3
East Sea	102	05	2019-04-23 10:04	36.0767	129.6883	Chart	150	0.9	1	34.04	1		1	1						7	1,021	TAMGU 3
East Sea	102	05	2019-07-02 09:12	36.0767	129.6883	Chart	0	20.1	1	33.31	1	5.39	1	1	0.039	0.031	0.006	5.436		6.9	1,013	TAMGU 3
East Sea	102	05	2019-07-02 09:12	36.0767	129.6883	Chart	10	18.3	1	33.72	1		1	1						6.9	1,013	TAMGU 3
East Sea	102	05	2019-07-02 09:12	36.0767	129.6883	Chart	20	15.2	1	33.90	1	5.77	1	1	0.09	0.001	0.093	5.854		6.9	1,013	TAMGU 3
East Sea	102	05	2019-07-02 09:12	36.0767	129.6883	Chart	30	15.2	1	34.20	1		1	1						6.9	1,013	TAMGU 3
East Sea	102	05	2019-07-02 09:12	36.0767	129.6883	Chart	50	15.0	1	34.38	1	3.56	1	1	0.816	0.024	11.313	17.315		6.9	1,013	TAMGU 3
East Sea	102	05	2019-07-02 09:12	36.0767	129.6883	Chart	75	6.8	1	34.22	1		1	1						6.9	1,013	TAMGU 3
East Sea	102	05	2019-07-02 09:12	36.0767	129.6883	Chart	100	4.2	1	34.08	1	5.6	1	1	1.046	0.036	14.37	16.948		6.9	1,013	TAMGU 3
East Sea	102	05	2019-07-02 09:12	36.0767	129.6883	Chart	125	2.1	1	34.05	1		1	1						6.9	1,013	TAMGU 3
East Sea	102	05	2019-08-12 20:37	36.0767	129.6883	Chart	0	27.1	1	32.11	1	4.45	1	1	0.009	0.024	0.03	5.737				TAMGU 3
East Sea	102	05	2019-08-12 20:37	36.0767	129.6883	Chart	10	22.2	1	32.59	1		1	1								TAMGU 3
East Sea	102	05	2019-08-12 20:37	36.0767	129.6883	Chart	20	17.1	1	33.22	1	4.26	1	1	0.287	0.186	3.233	10.88				TAMGU 3
East Sea	102	05	2019-08-12 20:37	36.0767	129.6883	Chart	30	15.2	1	34.14	1		1	1								TAMGU 3
East Sea	102	05	2019-08-12 20:37	36.0767	129.6883	Chart	50	13.9	1	34.26	1	3.39	1	1	1.014	0.045	14.581	21.767				TAMGU 3
East Sea	102	05	2019-08-12 20:37	36.0767	129.6883	Chart	75	9.6	1	34.24	1		1	1								TAMGU 3
East Sea	102	05	2019-08-12 20:37	36.0767	129.6883	Chart	100	4.1	1	34.10	1	4.64	1	1	1.517	0.241	19.89	27.816				TAMGU 3
East Sea	102	05	2019-08-12 20:37	36.0767	129.6883	Chart	125	2.0	1	34.04	1		1	1								TAMGU 3
East Sea	102	05	2019-08-12 20:37	36.0767	129.6883	Chart	150	1.7	1	34.03	1		1	1								TAMGU 3
East Sea	102	05	2019-10-21 21:02	36.0767	129.6883	Chart	0	21.8	1	32.86	1	4.8631	1	1	0.215	0.334	1.645	4.144				TAMGU 3
East Sea	102	05	2019-10-21 21:02	36.0767	129.6883	Chart	10	21.8	1	32.86	1	4.8627	1	1								TAMGU 3
East Sea	102	05	2019-10-21 21:02	36.0767	129.6883	Chart	20	22.7	1	33.44	1	4.8092	1	1	0.146	0.059	0.445	2.668				TAMGU 3
East Sea	102	05	2019-10-21 21:02	36.0767	129.6883	Chart	30	22.9	1	33.52	1	4.8214	1	1								TAMGU 3
East Sea	102	05	2019-10-21 21:02	36.0767	129.6883	Chart	50	21.4	1	33.66	1	4.8342	1	1	0.749	0.483	9.913	16.859				TAMGU 3
East Sea	102	05	2019-10-21 21:02	36.0767	129.6883	Chart	75	6.4	1	34.20	1	4.7723	1	1								TAMGU 3
East Sea	102	05	2019-10-21 21:02	36.0767	129.6883	Chart	100	3.9	1	34.08	1	5.3743	1	1	1.294	0.061	17.155	22.923				TAMGU 3
East Sea	102	05	2019-10-21 21:02	36.0767	129.6883	Chart	125	2.5	1	34.03	1	5.5007	1	1								TAMGU 3
East Sea	102	05	2019-10-21 21:02	36.0767	129.6883	Chart	150	2.2	1	34.02	1	5.3161	1	1								TAMGU 3
East Sea	102	06	2019-02-22 11:08	36.0767	129.7967	Chart	0	15.1	1	34.56	1		1	1						15	1,027	TAMGU 3
East Sea	102	06	2019-02-22 11:08	36.0767	129.7967	Chart	10	15.1	1	34.56	1		1	1						15	1,027	TAMGU 3
East Sea	102	06	2019-02-22 11:08	36.0767	129.7967	Chart	20	15.1	1	34.56	1		1	1						15	1,027	TAMGU 3
East Sea	102	06	2019-02-22 11:08	36.0767	129.7967	Chart	30	15.1	1	34.55	1		1	1						15	1,027	TAMGU 3
East Sea	102	06	2019-02-22 11:08	36.0767	129.7967	Chart	50	14.6	1	34.48	1		1	1						15	1,027	TAMGU 3
East Sea	102	06	2019-02-22 11:08	36.0767	129.7967	Chart	75	13.6	1	34.37	1		1	1						15	1,027	TAMGU 3
East Sea	102	06	2019-02-22 11:08	36.0767	129.7967	Chart	100	10.2	1	34.29	1		1	1						15	1,027	TAMGU 3
East Sea	102	06	2019-02-22 11:08	36.0767	129.7967	Chart	125	5.9	1	34.17	1		1	1						15	1,027	TAMGU 3
East Sea	102	06	2019-02-22 11:08	36.0767	129.7967	Chart	150	2.8	1	34.07	1		1	1						15	1,027	TAMGU 3
East Sea	102	06	2019-02-22 11:08	36.0767	129.7967	Chart	200	1.1	1	34.03	1		1	1						15	1,027	TAMGU 3
East Sea	102	06	2019-02-22 11:08	36.0767	129.7967	Chart	250	0.9	1	34.04	1		1	1						15	1,027	TAMGU 3
