癤�Area	Line	Station	Date(YYYY-MM-DD)	Latitude	Longitude	Vertical change chart	Depth(m)	Water Temperature(℃)	T QC flag	Salinity(psu)	S QC flag	DO(ml/L)	D QC flag	QC Level	PO４(μmol/L)	NO２(μmol/L)	NO３(μmol/L)	SiO２(μmol/L)	pH	Water Transparency(m)	Baro(hPa)	Research Vessel
East Sea	102	00	2005-02-27 21:47	36.0767	129.5883	Chart	0	12.3	1	34.37	1	6.41	1	1							1,027.3	TAMGU 5
East Sea	102	00	2005-02-27 21:47	36.0767	129.5883	Chart	10	12.3	1	34.64	1	6.04	1	1							1,027.3	TAMGU 5
East Sea	102	00	2005-02-27 21:47	36.0767	129.5883	Chart	20	12.5	1	34.61	1	6.27	1	1							1,027.3	TAMGU 5
East Sea	102	00	2005-02-27 21:47	36.0767	129.5883	Chart	30	12.5	1	34.60	1	6.27	1	1							1,027.3	TAMGU 5
East Sea	102	00	2005-02-27 21:47	36.0767	129.5883	Chart	50	10.1	1	34.39	1	6.3	1	1							1,027.3	TAMGU 5
East Sea	102	00	2005-04-14 09:00	36.0767	129.5883	Chart	0	11.8	1	34.15	1	6.38	1	1						8	1,020.2	TAMGU 5
East Sea	102	00	2005-04-14 09:00	36.0767	129.5883	Chart	10	11.8	1	34.20	1	6.37	1	1						8	1,020.2	TAMGU 5
East Sea	102	00	2005-04-14 09:00	36.0767	129.5883	Chart	20	11.6	1	34.40	1	6.34	1	1						8	1,020.2	TAMGU 5
East Sea	102	00	2005-04-14 09:00	36.0767	129.5883	Chart	30	11.0	1	34.36	1	6.31	1	1						8	1,020.2	TAMGU 5
East Sea	102	00	2005-04-14 09:00	36.0767	129.5883	Chart	50	5.7	1	34.15	1	6.23	1	1						8	1,020.2	TAMGU 5
East Sea	102	00	2005-06-12 09:20	36.0767	129.5883	Chart	0	16.9	1	33.92	1	6.19	1	1						8	1,004	TAMGU 5
East Sea	102	00	2005-06-12 09:20	36.0767	129.5883	Chart	10	16.3	1	33.96	1	6.23	1	1						8	1,004	TAMGU 5
East Sea	102	00	2005-06-12 09:20	36.0767	129.5883	Chart	20	12.7	1	34.21	1	6.28	1	1						8	1,004	TAMGU 5
East Sea	102	00	2005-06-12 09:20	36.0767	129.5883	Chart	30	7.8	1	34.17	1	6.11	1	1						8	1,004	TAMGU 5
East Sea	102	00	2005-06-12 09:20	36.0767	129.5883	Chart	50	4.6	1	34.12	1	5.64	1	1						8	1,004	TAMGU 5
East Sea	102	00	2005-08-12 12:50	36.0767	129.5883	Chart	0	22.5	1	33.65	1		1	1						11	1,011	TAMGU 5
East Sea	102	00	2005-08-12 12:50	36.0767	129.5883	Chart	10	18.6	1	32.84	1		1	1						11	1,011	TAMGU 5
East Sea	102	00	2005-08-12 12:50	36.0767	129.5883	Chart	20	12.1	1	32.78	1		1	1						11	1,011	TAMGU 5
East Sea	102	00	2005-08-12 12:50	36.0767	129.5883	Chart	30	8.8	1	33.91	1		1	1						11	1,011	TAMGU 5
East Sea	102	00	2005-08-12 12:50	36.0767	129.5883	Chart	50	5.7	1	34.00	1		1	1						11	1,011	TAMGU 5
East Sea	102	00	2005-10-15 10:10	36.0767	129.5883	Chart	0	20.0	1	32.62	1		1	1						9	1,017	TAMGU 5
East Sea	102	00	2005-10-15 10:10	36.0767	129.5883	Chart	10	20.0	1	32.61	1		1	1						9	1,017	TAMGU 5
East Sea	102	00	2005-10-15 10:10	36.0767	129.5883	Chart	20	16.8	1	32.89	1		1	1						9	1,017	TAMGU 5
East Sea	102	00	2005-10-15 10:10	36.0767	129.5883	Chart	30	6.4	1	34.02	1		1	1						9	1,017	TAMGU 5
East Sea	102	00	2005-10-15 10:10	36.0767	129.5883	Chart	50	3.4	1	34.02	1		1	1						9	1,017	TAMGU 5
East Sea	102	00	2005-10-15 10:10	36.0767	129.5883	Chart	75	2.3	1	34.07	1		1	1						9	1,017	TAMGU 5
East Sea	102	00	2005-12-20 10:25	36.0767	129.5883	Chart	0	13.3	1	34.10	1	5.3	1	1							1,031.5	TAMGU 5
East Sea	102	00	2005-12-20 10:25	36.0767	129.5883	Chart	10	13.3	1	34.07	1	5.88	1	1							1,031.5	TAMGU 5
East Sea	102	00	2005-12-20 10:25	36.0767	129.5883	Chart	20	13.3	1	34.14	1	6	1	1							1,031.5	TAMGU 5
East Sea	102	00	2005-12-20 10:25	36.0767	129.5883	Chart	30	13.3	1	34.19	1	5.22	1	1							1,031.5	TAMGU 5
East Sea	102	00	2005-12-20 10:25	36.0767	129.5883	Chart	50	13.0	1	34.14	1	5.41	1	1							1,031.5	TAMGU 5
East Sea	102	04	2005-02-27 22:00	36.0767	129.615	Chart	0	12.3	1	34.25	1	6.48	1	1							1,027.2	TAMGU 5
East Sea	102	04	2005-02-27 22:00	36.0767	129.615	Chart	10	12.4	1	34.33	1	6.18	1	1							1,027.2	TAMGU 5
East Sea	102	04	2005-02-27 22:00	36.0767	129.615	Chart	20	12.7	1	34.56	1	6.24	1	1							1,027.2	TAMGU 5
East Sea	102	04	2005-02-27 22:00	36.0767	129.615	Chart	30	12.7	1	34.58	1	6.26	1	1							1,027.2	TAMGU 5
East Sea	102	04	2005-02-27 22:00	36.0767	129.615	Chart	50	12.3	1	34.56	1	6.28	1	1							1,027.2	TAMGU 5
East Sea	102	04	2005-04-14 09:27	36.0767	129.615	Chart	0	11.9	1	34.22	1	6.38	1	1						7	1,020	TAMGU 5
East Sea	102	04	2005-04-14 09:27	36.0767	129.615	Chart	10	11.9	1	34.32	1	6.37	1	1						7	1,020	TAMGU 5
East Sea	102	04	2005-04-14 09:27	36.0767	129.615	Chart	20	12.0	1	34.38	1	6.36	1	1						7	1,020	TAMGU 5
East Sea	102	04	2005-04-14 09:27	36.0767	129.615	Chart	30	12.0	1	34.25	1	6.34	1	1						7	1,020	TAMGU 5
East Sea	102	04	2005-04-14 09:27	36.0767	129.615	Chart	50	6.3	1	34.11	1	6.24	1	1						7	1,020	TAMGU 5
East Sea	102	04	2005-06-12 09:35	36.0767	129.615	Chart	0	18.1	1	33.97	1	5.55	1	1						8	1,004	TAMGU 5
East Sea	102	04	2005-06-12 09:35	36.0767	129.615	Chart	10	15.8	1	33.83	1	6.29	1	1						8	1,004	TAMGU 5
East Sea	102	04	2005-06-12 09:35	36.0767	129.615	Chart	20	10.3	1	34.07	1	6.45	1	1						8	1,004	TAMGU 5
East Sea	102	04	2005-06-12 09:35	36.0767	129.615	Chart	30	7.2	1	34.17	1	6.4	1	1						8	1,004	TAMGU 5
East Sea	102	04	2005-06-12 09:35	36.0767	129.615	Chart	50	4.4	1	34.08	1	5.74	1	1						8	1,004	TAMGU 5
East Sea	102	04	2005-06-12 09:35	36.0767	129.615	Chart	75	3.7	1	34.07	1	5.7	1	1						8	1,004	TAMGU 5
East Sea	102	04	2005-08-12 13:02	36.0767	129.615	Chart	0	22.1	1	33.34	1	5.23	1	1						10	1,011	TAMGU 5
East Sea	102	04	2005-08-12 13:02	36.0767	129.615	Chart	10	20.4	1	33.64	1	5.45	1	1						10	1,011	TAMGU 5
East Sea	102	04	2005-08-12 13:02	36.0767	129.615	Chart	20	13.2	1	34.03	1	6.1	1	1						10	1,011	TAMGU 5
East Sea	102	04	2005-08-12 13:02	36.0767	129.615	Chart	30	8.8	1	33.90	1	6.98	1	1						10	1,011	TAMGU 5
East Sea	102	04	2005-08-12 13:02	36.0767	129.615	Chart	50	7.0	1	33.94	1	6.97	1	1						10	1,011	TAMGU 5
East Sea	102	04	2005-08-12 13:02	36.0767	129.615	Chart	75	4.1	1	34.03	1		1	1						10	1,011	TAMGU 5
East Sea	102	04	2005-10-15 10:25	36.0767	129.615	Chart	0	21.2	1	32.61	1	6.21	1	1						12	1,016.7	TAMGU 5
East Sea	102	04	2005-10-15 10:25	36.0767	129.615	Chart	10	21.3	1	32.70	1		1	1						12	1,016.7	TAMGU 5
East Sea	102	04	2005-10-15 10:25	36.0767	129.615	Chart	20	19.0	1	32.74	1	5.39	1	1						12	1,016.7	TAMGU 5
East Sea	102	04	2005-10-15 10:25	36.0767	129.615	Chart	30	6.0	1	34.09	1		1	1						12	1,016.7	TAMGU 5
East Sea	102	04	2005-10-15 10:25	36.0767	129.615	Chart	50	3.4	1	34.03	1	5.08	1	1						12	1,016.7	TAMGU 5
East Sea	102	04	2005-10-15 10:25	36.0767	129.615	Chart	75	2.1	1	34.02	1		1	1						12	1,016.7	TAMGU 5
East Sea	102	04	2005-12-20 10:10	36.0767	129.615	Chart	0	13.1	1	34.07	1	4.99	1	1							1,031.8	TAMGU 5
East Sea	102	04	2005-12-20 10:10	36.0767	129.615	Chart	10	13.2	1	34.17	1	5.32	1	1							1,031.8	TAMGU 5
East Sea	102	04	2005-12-20 10:10	36.0767	129.615	Chart	20	13.2	1	34.21	1	5.19	1	1							1,031.8	TAMGU 5
East Sea	102	04	2005-12-20 10:10	36.0767	129.615	Chart	30	13.2	1	34.22	1	5.3	1	1							1,031.8	TAMGU 5
East Sea	102	04	2005-12-20 10:10	36.0767	129.615	Chart	50	13.2	1	34.25	1	5.45	1	1							1,031.8	TAMGU 5
East Sea	102	04	2005-12-20 10:10	36.0767	129.615	Chart	75	11.7	1	34.20	1	5	1	1							1,031.8	TAMGU 5
East Sea	102	05	2005-02-27 22:30	36.0767	129.6883	Chart	0	13.6	1	34.55	1	6.45	1	1	0.15	0.41	8.81	6.86			1,027	TAMGU 5
East Sea	102	05	2005-02-27 22:30	36.0767	129.6883	Chart	10	13.5	1	34.68	1	6.15	1	1							1,027	TAMGU 5
East Sea	102	05	2005-02-27 22:30	36.0767	129.6883	Chart	20	13.8	1	34.61	1	6.22	1	1	0.16	0.42	7.01	6.99			1,027	TAMGU 5
East Sea	102	05	2005-02-27 22:30	36.0767	129.6883	Chart	30	13.7	1	34.57	1	6.17	1	1							1,027	TAMGU 5
East Sea	102	05	2005-02-27 22:30	36.0767	129.6883	Chart	50	13.0	1	34.59	1	6.28	1	1	0.09	0.49	7.72	8.96			1,027	TAMGU 5
East Sea	102	05	2005-02-27 22:30	36.0767	129.6883	Chart	75	12.5	1	34.48	1	6.29	1	1							1,027	TAMGU 5
East Sea	102	05	2005-02-27 22:30	36.0767	129.6883	Chart	100	11.0	1	34.40	1	6.28	1	1	0.16	0.7	11.31	6.67			1,027	TAMGU 5
East Sea	102	05	2005-02-27 22:30	36.0767	129.6883	Chart	125	5.4	1	34.09	1	6.21	1	1							1,027	TAMGU 5
East Sea	102	05	2005-02-27 22:30	36.0767	129.6883	Chart	150	4.5	1	34.07	1	6.23	1	1							1,027	TAMGU 5
East Sea	102	05	2005-02-27 22:30	36.0767	129.6883	Chart	172	2.7	2	33.95	2	6.28	2	0							1,027	TAMGU 5
East Sea	102	05	2005-04-14 09:54	36.0767	129.6883	Chart	0	12.9	1	34.47	1	6.33	1	1	0.33	0.14	0.28	2.22		8.5	1,020.2	TAMGU 5
East Sea	102	05	2005-04-14 09:54	36.0767	129.6883	Chart	10	12.9	1	34.47	1	6.33	1	1						8.5	1,020.2	TAMGU 5
East Sea	102	05	2005-04-14 09:54	36.0767	129.6883	Chart	20	12.9	1	34.47	1	6.33	1	1	0.12	0.09		1.93		8.5	1,020.2	TAMGU 5
East Sea	102	05	2005-04-14 09:54	36.0767	129.6883	Chart	30	12.8	1	34.44	1	6.33	1	1						8.5	1,020.2	TAMGU 5
East Sea	102	05	2005-04-14 09:54	36.0767	129.6883	Chart	50	11.8	1	34.40	1	6.28	1	1	0.11	0.44	3.96	6.51		8.5	1,020.2	TAMGU 5
East Sea	102	05	2005-04-14 09:54	36.0767	129.6883	Chart	75	7.6	1	34.22	1	6.24	1	1						8.5	1,020.2	TAMGU 5
East Sea	102	05	2005-04-14 09:54	36.0767	129.6883	Chart	100	2.7	1	34.01	1	6.23	1	1	0.06	0.24	19.56	15.47		8.5	1,020.2	TAMGU 5
East Sea	102	05	2005-04-14 09:54	36.0767	129.6883	Chart	125	1.8	1	34.03	1	6.22	1	1						8.5	1,020.2	TAMGU 5
East Sea	102	05	2005-06-12 10:05	36.0767	129.6883	Chart	0	19.8	1	33.79	1	5.19	1	1	0.05	0.3	0.34	1.98		13	1,004.5	TAMGU 5
East Sea	102	05	2005-06-12 10:05	36.0767	129.6883	Chart	10	19.1	1	33.80	1	5.89	1	1						13	1,004.5	TAMGU 5
East Sea	102	05	2005-06-12 10:05	36.0767	129.6883	Chart	20	15.3	1	34.15	1	6.06	1	1	0.02	0.24	0.59	4.01		13	1,004.5	TAMGU 5
East Sea	102	05	2005-06-12 10:05	36.0767	129.6883	Chart	30	11.1	1	34.23	1	5.67	1	1						13	1,004.5	TAMGU 5
East Sea	102	05	2005-06-12 10:05	36.0767	129.6883	Chart	50	5.4	1	34.15	1	5.81	1	1	0.78	0.07	16.37	11.4		13	1,004.5	TAMGU 5
East Sea	102	05	2005-06-12 10:05	36.0767	129.6883	Chart	75	4.1	1	34.08	1	6.02	1	1						13	1,004.5	TAMGU 5
East Sea	102	05	2005-06-12 10:05	36.0767	129.6883	Chart	100	2.5	1	34.04	1	6	1	1	1.03	0.32	21.15	12.83		13	1,004.5	TAMGU 5
East Sea	102	05	2005-06-12 10:05	36.0767	129.6883	Chart	125	2.0	1	34.04	1	6	1	1						13	1,004.5	TAMGU 5
East Sea	102	05	2005-06-12 10:05	36.0767	129.6883	Chart	150	1.9	1	34.04	1	5.94	1	1						13	1,004.5	TAMGU 5
East Sea	102	05	2005-10-15 10:55	36.0767	129.6883	Chart	0	22.1	1	32.71	1		1	1	0.11	0.77	5.61	9.72		14	1,016.3	TAMGU 5
East Sea	102	05	2005-10-15 10:55	36.0767	129.6883	Chart	10	22.1	1	32.71	1		1	1						14	1,016.3	TAMGU 5
East Sea	102	05	2005-10-15 10:55	36.0767	129.6883	Chart	20	22.1	1	32.72	1		1	1	0.97	0.41	8.65	11.62		14	1,016.3	TAMGU 5
East Sea	102	05	2005-10-15 10:55	36.0767	129.6883	Chart	30	16.3	1	32.56	1		1	1						14	1,016.3	TAMGU 5
