癤�Area	Line	Station	Date(YYYY-MM-DD)	Latitude	Longitude	Vertical change chart	Depth(m)	Water Temperature(℃)	T QC flag	Salinity(psu)	S QC flag	DO(ml/L)	D QC flag	QC Level	PO４(μmol/L)	NO２(μmol/L)	NO３(μmol/L)	SiO２(μmol/L)	pH	Water Transparency(m)	Baro(hPa)	Research Vessel
East Sea	102	04	1995-04-10 11:50	36.0767	129.615	Chart	0	12.0	1	34.45	1	6.22	1	1						7.2	1,023.2	GYONGBUK 885(KYONGBUK 885)
East Sea	102	04	1995-04-10 11:50	36.0767	129.615	Chart	10	11.8	1	34.46	1	6.14	1	1						7.2	1,023.2	GYONGBUK 885(KYONGBUK 885)
East Sea	102	04	1995-04-10 11:50	36.0767	129.615	Chart	20	11.7	1	34.43	1	6.06	1	1						7.2	1,023.2	GYONGBUK 885(KYONGBUK 885)
East Sea	102	04	1995-04-10 11:50	36.0767	129.615	Chart	30	11.6	1	34.51	1	6.03	1	1						7.2	1,023.2	GYONGBUK 885(KYONGBUK 885)
East Sea	102	04	1995-04-10 11:50	36.0767	129.615	Chart	50	8.0	1	34.08	1	5.81	1	1						7.2	1,023.2	GYONGBUK 885(KYONGBUK 885)
East Sea	102	04	1995-04-10 11:50	36.0767	129.615	Chart	60	3.4	1	34.11	1	5.65	1	1						7.2	1,023.2	GYONGBUK 885(KYONGBUK 885)
East Sea	102	04	1995-06-17 12:55	36.0767	129.615	Chart	0	18.9	1	34.14	1	5.66	1	1						9	1,010	GYONGBUK 885(KYONGBUK 885)
East Sea	102	04	1995-06-17 12:55	36.0767	129.615	Chart	10	18.5	1	34.01	1	5.53	1	1						9	1,010	GYONGBUK 885(KYONGBUK 885)
East Sea	102	04	1995-06-17 12:55	36.0767	129.615	Chart	20	18.0	1	34.16	1	5.33	1	1						9	1,010	GYONGBUK 885(KYONGBUK 885)
East Sea	102	04	1995-06-17 12:55	36.0767	129.615	Chart	30	17.5	1	34.23	1	5.05	1	1						9	1,010	GYONGBUK 885(KYONGBUK 885)
East Sea	102	04	1995-06-17 12:55	36.0767	129.615	Chart	50	11.5	1	34.47	1	5.2	1	1						9	1,010	GYONGBUK 885(KYONGBUK 885)
East Sea	102	04	1995-06-17 12:55	36.0767	129.615	Chart	60	7.9	1	34.26	1	5.18	1	1						9	1,010	GYONGBUK 885(KYONGBUK 885)
East Sea	102	04	1995-08-03 21:05	36.0767	129.615	Chart	0	15.3	1	34.19	1	5.45	1	1							1,013	GYONGBUK 885(KYONGBUK 885)
East Sea	102	04	1995-08-03 21:05	36.0767	129.615	Chart	10	13.0	1	34.25	1	5.61	1	1							1,013	GYONGBUK 885(KYONGBUK 885)
East Sea	102	04	1995-08-03 21:05	36.0767	129.615	Chart	20	11.5	1	34.23	1	5.05	1	1							1,013	GYONGBUK 885(KYONGBUK 885)
East Sea	102	04	1995-08-03 21:05	36.0767	129.615	Chart	30	10.4	1	34.21	1	4.85	1	1							1,013	GYONGBUK 885(KYONGBUK 885)
East Sea	102	04	1995-08-03 21:05	36.0767	129.615	Chart	50	7.5	1	34.20	1	4.8	1	1							1,013	GYONGBUK 885(KYONGBUK 885)
