癤�Area	Line	Station	Date(YYYY-MM-DD)	Latitude	Longitude	Vertical change chart	Depth(m)	Water Temperature(℃)	T QC flag	Salinity(psu)	S QC flag	DO(ml/L)	D QC flag	QC Level	PO４(μmol/L)	NO２(μmol/L)	NO３(μmol/L)	SiO２(μmol/L)	pH	Water Transparency(m)	Baro(hPa)	Research Vessel
East Sea	102	00	2017-04-14 05:50	36.0767	129.5883	Chart	0	14.4	1	34.53	1	6.052	1	1							1,020	TAMGU 3
East Sea	102	00	2017-04-14 05:50	36.0767	129.5883	Chart	10	14.4	1	34.53	1	6.077	1	1							1,020	TAMGU 3
East Sea	102	00	2017-04-14 05:50	36.0767	129.5883	Chart	20	14.2	1	34.50	1	6.025	1	1							1,020	TAMGU 3
East Sea	102	00	2017-04-14 05:50	36.0767	129.5883	Chart	30	13.6	1	34.46	1	5.766	1	1							1,020	TAMGU 3
East Sea	102	00	2017-06-23 23:00	36.0767	129.5883	Chart	0	16.7	1	34.24	1	6.374	1	1							1,013	TAMGU 3
East Sea	102	00	2017-06-23 23:00	36.0767	129.5883	Chart	10	13.6	1	34.28	1	6.463	1	1							1,013	TAMGU 3
East Sea	102	00	2017-06-23 23:00	36.0767	129.5883	Chart	20	10.5	1	34.28	1	6.405	1	1							1,013	TAMGU 3
East Sea	102	00	2017-06-23 23:00	36.0767	129.5883	Chart	30	9.3	1	34.23	1	5.454	1	1							1,013	TAMGU 3
East Sea	102	00	2017-06-23 23:00	36.0767	129.5883	Chart	50	8.4	1	34.19	1	5.218	1	1							1,013	TAMGU 3
East Sea	102	00	2017-08-21 17:27	36.0767	129.5883	Chart	0	24.9	1	31.64	1	5.525	1	1						7	1,011	TAMGU 3
East Sea	102	00	2017-08-21 17:27	36.0767	129.5883	Chart	10	24.8	1	31.92	1	5.255	1	1						7	1,011	TAMGU 3
East Sea	102	00	2017-08-21 17:27	36.0767	129.5883	Chart	20	16.7	1	34.01	1	5.248	1	1						7	1,011	TAMGU 3
East Sea	102	00	2017-08-21 17:27	36.0767	129.5883	Chart	30	15.1	1	34.15	1	5.021	1	1						7	1,011	TAMGU 3
East Sea	102	00	2017-10-25 21:46	36.0767	129.5883	Chart	0	20.1	1	33.36	1	4.685	1	1							1,030	TAMGU 3
East Sea	102	00	2017-10-25 21:46	36.0767	129.5883	Chart	10	20.2	1	33.37	1	4.714	1	1							1,030	TAMGU 3
East Sea	102	00	2017-10-25 21:46	36.0767	129.5883	Chart	20	20.6	1	33.54	1	4.677	1	1							1,030	TAMGU 3
East Sea	102	00	2017-10-25 21:46	36.0767	129.5883	Chart	30	21.1	1	33.79	1	4.61	1	1							1,030	TAMGU 3
East Sea	102	00	2017-12-21 10:24	36.0767	129.5883	Chart	0	13.9	1	34.31	1	4.877	1	1						7	1,036	TAMGU 3
East Sea	102	00	2017-12-21 10:24	36.0767	129.5883	Chart	10	13.9	1	34.31	1	4.878	1	1						7	1,036	TAMGU 3
East Sea	102	00	2017-12-21 10:24	36.0767	129.5883	Chart	20	13.8	1	34.30	1	4.869	1	1						7	1,036	TAMGU 3
East Sea	102	00	2017-12-21 10:24	36.0767	129.5883	Chart	30	13.6	1	34.30	1	4.867	1	1						7	1,036	TAMGU 3
East Sea	102	00	2017-12-21 10:24	36.0767	129.5883	Chart	50	12.0	1	34.29	1	5.098	1	1						7	1,036	TAMGU 3
East Sea	102	04	2017-02-15 20:26	36.0767	129.615	Chart	0	13.1	1	34.50	1	5.7847	1	1	0.413	0.341	5.362	8.841			1,031	TAMGU 3
East Sea	102	04	2017-02-15 20:26	36.0767	129.615	Chart	10	13.1	1	34.49	1	5.7779	1	1							1,031	TAMGU 3
East Sea	102	04	2017-02-15 20:26	36.0767	129.615	Chart	20	12.7	1	34.45	1	5.6283	1	1							1,031	TAMGU 3
East Sea	102	04	2017-02-15 20:26	36.0767	129.615	Chart	30	12.5	1	34.43	1	5.638	1	1							1,031	TAMGU 3
East Sea	102	04	2017-02-15 20:26	36.0767	129.615	Chart	50	11.9	1	34.38	1	5.6619	1	1							1,031	TAMGU 3
