癤�Area	Line	Station	Date(YYYY-MM-DD)	Latitude	Longitude	Vertical change chart	Depth(m)	Water Temperature(℃)	T QC flag	Salinity(psu)	S QC flag	DO(ml/L)	D QC flag	QC Level	PO４(μmol/L)	NO２(μmol/L)	NO３(μmol/L)	SiO２(μmol/L)	pH	Water Transparency(m)	Baro(hPa)	Research Vessel
East Sea	102	04	1980-02-11 15:40	36.0767	129.615	Chart	0	9.2	1	34.65	1	6.83	1	1						14	1,027	JIRISAN HO(CHIRISAN HO)
East Sea	102	04	1980-02-11 15:40	36.0767	129.615	Chart	10	10.4	1	34.62	1	6.44	1	1						14	1,027	JIRISAN HO(CHIRISAN HO)
East Sea	102	04	1980-02-11 15:40	36.0767	129.615	Chart	20	10.9	1	34.64	1	6.74	1	1						14	1,027	JIRISAN HO(CHIRISAN HO)
East Sea	102	04	1980-02-11 15:40	36.0767	129.615	Chart	30	10.3	1	34.55	1	6.64	1	1						14	1,027	JIRISAN HO(CHIRISAN HO)
East Sea	102	04	1980-02-11 15:40	36.0767	129.615	Chart	50	7.2	1	34.36	1	6.76	1	1						14	1,027	JIRISAN HO(CHIRISAN HO)
East Sea	102	04	1980-04-21 11:10	36.0767	129.615	Chart	0	11.7	1	34.38	1	6.15	1	1						4	1,013	JIRISAN HO(CHIRISAN HO)
East Sea	102	04	1980-04-21 11:10	36.0767	129.615	Chart	10	11.0	1	34.37	1	6.84	1	1						4	1,013	JIRISAN HO(CHIRISAN HO)
East Sea	102	04	1980-04-21 11:10	36.0767	129.615	Chart	20	7.0	1	34.25	1	6.45	1	1						4	1,013	JIRISAN HO(CHIRISAN HO)
East Sea	102	04	1980-04-21 11:10	36.0767	129.615	Chart	30	5.2	1	34.19	1	5.73	1	1						4	1,013	JIRISAN HO(CHIRISAN HO)
East Sea	102	04	1980-04-21 11:10	36.0767	129.615	Chart	50	2.2	1	34.09	1	5.64	1	1						4	1,013	JIRISAN HO(CHIRISAN HO)
East Sea	102	04	1980-06-10 20:05	36.0767	129.615	Chart	0	18.0	1	33.73	1	6.04	1	1						11	1,007.5	JIRISAN HO(CHIRISAN HO)
East Sea	102	04	1980-06-10 20:05	36.0767	129.615	Chart	10	17.1	1	33.72	1	6.95	1	1						11	1,007.5	JIRISAN HO(CHIRISAN HO)
East Sea	102	04	1980-06-10 20:05	36.0767	129.615	Chart	20	15.3	1	34.13	1	5.76	1	1						11	1,007.5	JIRISAN HO(CHIRISAN HO)
East Sea	102	04	1980-06-10 20:05	36.0767	129.615	Chart	30	14.4	1	34.44	1	5.86	1	1						11	1,007.5	JIRISAN HO(CHIRISAN HO)
East Sea	102	04	1980-06-10 20:05	36.0767	129.615	Chart	50	14.3	1	34.58	1	5.09	1	1						11	1,007.5	JIRISAN HO(CHIRISAN HO)
East Sea	102	04	1980-08-13 13:25	36.0767	129.615	Chart	0	23.0	1	32.68	1	5.11	1	1						12	1,008	JIRISAN HO(CHIRISAN HO)
East Sea	102	04	1980-08-13 13:25	36.0767	129.615	Chart	10	21.3	1	32.66	1	4.59	1	1						12	1,008	JIRISAN HO(CHIRISAN HO)
East Sea	102	04	1980-08-13 13:25	36.0767	129.615	Chart	20	21.2	1	32.95	1	4.65	1	1						12	1,008	JIRISAN HO(CHIRISAN HO)
East Sea	102	04	1980-08-13 13:25	36.0767	129.615	Chart	30	20.1	1	33.01	1	4.6	1	1						12	1,008	JIRISAN HO(CHIRISAN HO)
East Sea	102	04	1980-08-13 13:25	36.0767	129.615	Chart	50	14.5	1	33.08	1	4.69	1	1						12	1,008	JIRISAN HO(CHIRISAN HO)
East Sea	102	04	1980-10-10 14:00	36.0767	129.615	Chart	0	20.5	1	32.77	1	6.49	1	1						16	1,010.5	JIRISAN HO(CHIRISAN HO)
East Sea	102	04	1980-10-10 14:00	36.0767	129.615	Chart	10	21.4	1	33.25	1	5.98	1	1						16	1,010.5	JIRISAN HO(CHIRISAN HO)
East Sea	102	04	1980-10-10 14:00	36.0767	129.615	Chart	20	17.1	1	33.65	1	5.22	1	1						16	1,010.5	JIRISAN HO(CHIRISAN HO)
East Sea	102	04	1980-10-10 14:00	36.0767	129.615	Chart	30	15.0	1	34.42	1	4.41	1	1						16	1,010.5	JIRISAN HO(CHIRISAN HO)
East Sea	102	04	1980-10-10 14:00	36.0767	129.615	Chart	50	9.5	1	34.32	1	5.48	1	1						16	1,010.5	JIRISAN HO(CHIRISAN HO)
East Sea	102	04	1980-12-17 10:40	36.0767	129.615	Chart	0	13.7	1	34.11	1	5.81	1	1						5	1,021	JIRISAN HO(CHIRISAN HO)
East Sea	102	04	1980-12-17 10:40	36.0767	129.615	Chart	10	14.0	1	34.09	1	5.58	1	1						5	1,021	JIRISAN HO(CHIRISAN HO)
East Sea	102	04	1980-12-17 10:40	36.0767	129.615	Chart	20	13.8	1	34.11	1	6.11	1	1						5	1,021	JIRISAN HO(CHIRISAN HO)
East Sea	102	04	1980-12-17 10:40	36.0767	129.615	Chart	30	12.8	1	34.11	1	6.48	1	1						5	1,021	JIRISAN HO(CHIRISAN HO)
East Sea	102	04	1980-12-17 10:40	36.0767	129.615	Chart	50	10.4	1	34.13	1	6.08	1	1						5	1,021	JIRISAN HO(CHIRISAN HO)
East Sea	102	05	1980-02-11 14:50	36.0767	129.6883	Chart	0	10.4	1	34.62	1	6.88	1	1						14	1,027	JIRISAN HO(CHIRISAN HO)
East Sea	102	05	1980-02-11 14:50	36.0767	129.6883	Chart	10	11.7	1	34.60	1	6.39	1	1						14	1,027	JIRISAN HO(CHIRISAN HO)
East Sea	102	05	1980-02-11 14:50	36.0767	129.6883	Chart	20	11.9	1	34.56	1	6.46	1	1						14	1,027	JIRISAN HO(CHIRISAN HO)
East Sea	102	05	1980-02-11 14:50	36.0767	129.6883	Chart	30	11.7	1	34.57	1	6.44	1	1						14	1,027	JIRISAN HO(CHIRISAN HO)
East Sea	102	05	1980-02-11 14:50	36.0767	129.6883	Chart	50	11.6	1	34.62	1	6.54	1	1						14	1,027	JIRISAN HO(CHIRISAN HO)
East Sea	102	05	1980-02-11 14:50	36.0767	129.6883	Chart	75	11.3	1	34.58	1	6.42	1	1						14	1,027	JIRISAN HO(CHIRISAN HO)
East Sea	102	05	1980-02-11 14:50	36.0767	129.6883	Chart	100	11.2	1	34.55	1	6.29	1	1						14	1,027	JIRISAN HO(CHIRISAN HO)
East Sea	102	05	1980-02-11 14:50	36.0767	129.6883	Chart	125	10.3	1	34.46	1	6.97	1	1						14	1,027	JIRISAN HO(CHIRISAN HO)
East Sea	102	05	1980-02-11 14:50	36.0767	129.6883	Chart	150	5.4	1	34.12	1	6.88	1	1						14	1,027	JIRISAN HO(CHIRISAN HO)
